"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"ERBB3",0,0,0,0,10,1,0,0,0,11,11,11
"EXOC5",0,0,0,0,11,0,0,0,0,11,11,11
"FASLG",2,0,0,0,8,0,1,0,0,11,11,11
"FBLN1",0,0,0,0,9,2,0,0,0,11,11,11
"FGFR4",0,0,0,0,11,0,0,0,0,11,11,11
"FNDC3A",1,0,0,0,6,3,0,1,0,11,11,11
"FNDC7",0,0,0,0,10,0,0,1,0,11,11,11
"FOXC2",0,0,0,0,11,0,0,0,0,11,11,11
"FRMD3",0,0,0,0,8,1,0,2,0,11,11,11
"G2E3",1,1,0,0,9,0,0,0,0,11,11,11
"GAA",2,1,0,0,8,0,0,0,0,11,11,11
"GALNT3",0,0,0,0,10,1,0,0,0,11,11,11
"GAS7",0,0,0,0,9,1,0,1,0,11,11,11
"GCLC",1,1,0,0,8,1,0,0,0,11,11,11
"GCNA",0,0,0,0,11,0,0,0,0,11,11,11
"GDAP2",1,0,0,0,7,1,0,2,0,11,11,11
"GFPT1",1,0,0,0,9,1,0,0,0,11,11,11
"GOLGA2",1,0,0,0,9,1,0,0,0,11,11,11
"GRAP2",0,0,0,0,9,2,0,0,0,11,11,11
"GRIP1",0,0,0,0,10,1,0,0,0,11,11,11
"GSDMC",1,0,0,0,10,0,0,0,0,11,11,11
"HBD",0,1,0,0,10,0,0,0,0,11,11,11
"HELB",0,0,0,0,10,1,0,0,0,11,11,11
"HEMGN",0,0,0,0,10,0,0,1,0,11,11,11
"HHAT",0,0,0,0,8,2,0,1,0,11,11,11
"HNRNPA2B1",0,0,0,0,9,1,0,1,0,11,11,11
"HOXA7",0,0,0,0,11,0,0,0,0,11,11,11
"HPX",0,0,0,0,10,0,0,1,0,11,11,11
"HSPA8",0,0,0,0,10,1,0,0,0,11,11,11
"HTR6",1,0,0,0,10,0,0,0,0,11,11,11
"IGKV1-12",1,0,0,0,8,2,0,0,0,11,11,11
"IL13RA2",0,1,0,0,9,0,0,1,0,11,11,11
"ILF3",0,0,0,0,10,1,0,0,0,11,11,11
"INPPL1",0,0,0,0,11,0,0,0,0,11,11,11
"IRX6",0,0,0,0,11,0,0,0,0,11,11,11
"ISLR",1,0,0,0,10,0,0,0,0,11,11,11
"ITGA7",0,0,0,0,11,0,0,0,0,11,11,11
"ITGB3",0,0,0,0,11,0,0,0,0,11,11,11
"JADE2",1,1,0,0,8,1,0,0,0,11,11,11
"JPH3",1,0,0,0,9,1,0,0,0,11,11,11
"KAT6A",0,0,0,0,8,3,0,0,0,11,11,11
"KIAA0319",0,0,0,0,11,0,0,0,0,11,11,11
"KIAA0586",0,0,0,0,8,3,0,0,0,11,11,11
"KIAA0895",0,0,0,0,9,0,0,1,1,11,11,11
"KIR3DL2",0,0,0,0,10,1,0,0,0,11,11,11
"KLHL34",1,0,0,0,9,1,0,0,0,11,11,11
"KNL1",0,0,0,0,9,0,0,2,0,11,11,11
"KRT71",0,0,0,0,11,0,0,0,0,11,11,11
"KRT79",0,0,0,0,10,1,0,0,0,11,11,11
"KRTAP10-7",0,0,0,0,10,1,0,0,0,11,11,11
"KRTAP5-3",2,0,0,0,8,1,0,0,0,11,11,11
"L1TD1",1,0,0,0,10,0,0,0,0,11,11,11
"LAIR2",0,0,0,0,11,0,0,0,0,11,11,11
"LANCL2",0,1,0,0,10,0,0,0,0,11,11,11
"LCE3E",1,0,0,0,10,0,0,0,0,11,11,11
"LCP1",1,0,0,0,9,0,0,1,0,11,11,11
"LGI1",0,0,0,0,10,1,0,0,0,11,11,11
"LINGO1",0,0,0,0,11,0,0,0,0,11,11,11
"LMBRD2",0,0,0,0,8,1,0,1,1,11,11,11
"LRIT1",1,0,0,0,9,1,0,0,0,11,11,11
"LUC7L",0,0,0,0,11,0,0,0,0,11,11,11
"MALT1",0,0,0,0,9,2,0,0,0,11,11,11
"MAP2K1",0,0,2,0,8,1,0,0,0,11,11,11
"MAP3K5",0,0,0,0,9,2,0,0,0,11,11,11
"MAP7",0,0,0,0,9,2,0,0,0,11,11,11
"MARCHF4",0,0,0,0,11,0,0,0,0,11,11,11
"MAST4",0,0,0,0,11,0,0,0,0,11,11,11
"MC2R",0,0,0,0,9,1,1,0,0,11,11,11
"MEF2C",0,0,0,0,11,0,0,0,0,11,11,11
"MEGF6",0,0,0,0,10,1,0,0,0,11,11,11
"MEPE",0,0,0,0,11,0,0,0,0,11,11,11
"MEX3B",0,0,0,0,11,0,0,0,0,11,11,11
"MIGA1",0,0,0,0,8,2,0,1,0,11,11,11
"MINAR1",0,0,0,0,11,0,0,0,0,11,11,11
"MMP1",0,0,0,0,11,0,0,0,0,11,11,11
"MMP3",1,0,0,0,10,0,0,0,0,11,11,11
"MMP9",0,0,0,0,11,0,0,0,0,11,11,11
"MS4A7",0,0,0,0,11,0,0,0,0,11,11,11
"MSRB2",0,0,0,0,9,1,0,1,0,11,11,11
"MTMR4",0,0,0,0,10,1,0,0,0,11,11,11
"MX2",1,0,0,0,5,4,0,1,0,11,11,11
"MYEF2",0,0,0,0,10,1,0,0,0,11,11,11
"MYH14",0,0,0,0,10,1,0,0,0,11,11,11
"NCR1",1,0,0,0,8,1,0,0,1,11,11,11
"NEK11",0,0,0,0,7,1,0,3,0,11,11,11
"NHSL2",0,1,0,0,9,1,0,0,0,11,11,11
"NPNT",0,0,0,0,11,0,0,0,0,11,11,11
"NT5C1B",0,1,0,0,8,2,0,0,0,11,11,11
"NUP107",0,1,0,0,9,0,0,1,0,11,11,11
"NXPE1",0,1,0,0,10,0,0,0,0,11,11,11
"OCRL",0,0,0,0,7,2,0,2,0,11,11,11
"OPN4",1,0,0,0,9,0,0,1,0,11,11,11
"OR10V1",0,0,0,0,11,0,0,0,0,11,11,11
"OR12D2",0,0,0,0,11,0,0,0,0,11,11,11
"OR1J4",0,0,0,0,11,0,0,0,0,11,11,11
"OR2B6",0,0,0,0,9,2,0,0,0,11,11,11
"OR51I2",0,0,0,0,11,0,0,0,0,11,11,11
"OR5B17",0,0,0,0,11,0,0,0,0,11,11,11
"OR6C1",0,0,0,0,9,1,1,0,0,11,11,11
"OR9G1",0,0,0,0,10,1,0,0,0,11,11,11
"OSBPL1A",0,0,0,0,9,0,0,2,0,11,11,11
"OTP",0,0,0,0,11,0,0,0,0,11,11,11
"P2RX5",0,1,0,0,8,1,0,1,0,11,11,11
"P2RY8",0,0,0,0,9,2,0,0,0,11,11,11
"PARVG",2,0,0,0,8,1,0,0,0,11,11,11
"PAX6",0,1,0,0,8,1,0,1,0,11,11,11
"PCCA",0,0,0,0,11,0,0,0,0,11,11,11
"PCDH12",0,0,0,0,11,0,0,0,0,11,11,11
"PDIA4",0,0,0,0,11,0,0,0,0,11,11,11
"PHF8",1,0,0,0,10,0,0,0,0,11,11,11
"PHKA2",0,1,0,0,8,0,0,2,0,11,11,11
"PHLPP2",0,0,0,1,8,2,0,0,0,11,11,11
"PHRF1",1,0,0,0,10,0,0,0,0,11,11,11
"PI15",0,0,0,0,9,0,0,2,0,11,11,11
"PIGG",0,0,1,0,10,0,0,0,0,11,11,11
"PLA2G4C",3,0,0,0,8,0,0,0,0,11,11,11
"PLOD2",0,0,0,0,9,1,0,0,1,11,11,11
"PPFIA3",2,0,0,0,9,0,0,0,0,11,11,11
"PPIP5K2",0,0,0,0,9,2,0,0,0,11,11,11
"PPP2R2A",0,0,0,0,8,2,0,1,0,11,11,11
"PPP2R5E",6,0,0,0,5,0,0,0,0,11,11,11
"PRKCQ",1,0,0,0,10,0,0,0,0,11,11,11
"PROC",1,0,0,0,4,6,0,0,0,11,11,11
"PROKR1",0,0,0,0,11,0,0,0,0,11,11,11
"PRRX1",0,0,0,0,11,0,0,0,0,11,11,11
"PTAFR",1,0,0,0,10,0,0,0,0,11,11,11
"PTK2",0,0,0,0,7,4,0,0,0,11,11,11
"PTPN5",0,0,0,0,8,3,0,0,0,11,11,11
"RABGEF1",0,0,0,0,10,1,0,0,0,11,11,11
"RALGPS1",0,0,0,0,11,0,0,0,0,11,11,11
"RALGPS2",0,0,0,0,10,0,0,1,0,11,11,11
"RAPGEF3",0,0,0,0,11,0,0,0,0,11,11,11
"RC3H1",1,0,0,0,9,0,0,1,0,11,11,11
"RGS18",1,0,0,0,7,3,0,0,0,11,11,11
"RHAG",0,0,0,0,6,4,0,1,0,11,11,11
"RHCG",0,1,0,0,9,0,0,1,0,11,11,11
"RIT1",0,0,1,1,8,1,0,0,0,11,11,11
"RNF150",0,0,0,0,11,0,0,0,0,11,11,11
"ROR1",0,0,0,0,9,1,0,1,0,11,11,11
"RPL3L",0,0,0,0,11,0,0,0,0,11,11,11
"RTP2",0,0,0,0,10,0,0,0,1,11,11,11
"S1PR1",1,1,0,0,8,1,0,0,0,11,11,11
"SAMSN1",0,0,0,0,9,2,0,0,0,11,11,11
"SATL1",0,0,0,0,10,0,0,1,0,11,11,11
"SAXO1",0,1,0,0,7,3,0,0,0,11,11,11
"SAXO2",0,0,0,0,9,2,0,0,0,11,11,11
"SBNO1",0,0,0,0,9,1,0,1,0,11,11,11
"SCFD2",0,0,0,0,9,1,0,1,0,11,11,11
"SCYL2",0,0,0,0,10,0,0,1,0,11,11,11
"SEC23IP",2,0,0,0,7,2,0,0,0,11,11,11
"SEC24D",0,0,0,0,10,1,0,0,0,11,11,11
"SEC31A",0,0,0,0,10,1,0,0,0,11,11,11
"SEMA6B",0,0,0,0,9,2,0,0,0,11,11,11
"SEZ6",0,0,0,0,11,0,0,0,0,11,11,11
"SF3A1",0,0,0,0,9,2,0,0,0,11,11,11
"SGCD",1,0,0,0,8,2,0,0,0,11,11,11
"SHOX2",0,0,0,0,9,2,0,0,0,11,11,11
"SKIV2L",0,0,0,0,11,0,0,0,0,11,11,11
"SLC12A3",0,0,0,0,9,1,0,1,0,11,11,11
"SLC12A9",0,0,0,0,11,0,0,0,0,11,11,11
"SLC24A3",0,0,0,0,5,6,0,0,0,11,11,11
"SLC25A13",1,0,0,0,8,2,0,0,0,11,11,11
"SLC26A4",1,0,0,0,8,2,0,0,0,11,11,11
"SLC26A5",1,0,0,0,8,2,0,0,0,11,11,11
"SLC34A1",1,0,0,0,10,0,0,0,0,11,11,11
"SLC36A1",0,0,0,0,9,1,0,1,0,11,11,11
"SLC3A1",0,0,0,0,11,0,0,0,0,11,11,11
"SLC9A5",0,0,0,0,11,0,0,0,0,11,11,11
"SLFN13",0,0,0,0,9,2,0,0,0,11,11,11
"SLX4",1,0,0,0,9,1,0,0,0,11,11,11
"SMPD4",0,1,0,0,10,0,0,0,0,11,11,11
"SMTN",0,0,0,0,10,0,0,1,0,11,11,11
"SMYD3",1,0,0,0,9,0,0,1,0,11,11,11
"SNCAIP",1,0,0,0,9,1,0,0,0,11,11,11
"SNX19",1,0,0,0,10,0,0,0,0,11,11,11
"SOWAHB",0,1,0,0,8,2,0,0,0,11,11,11
"SP110",1,0,0,0,6,0,0,4,0,11,11,11
"SPAST",0,0,0,0,11,0,0,0,0,11,11,11
"SPOCK1",0,0,0,0,10,0,0,1,0,11,11,11
"SPZ1",0,0,0,0,9,2,0,0,0,11,11,11
"ST8SIA5",1,0,0,0,9,0,0,1,0,11,11,11
"STARD7",0,0,0,0,11,0,0,0,0,11,11,11
"STIL",0,0,0,0,10,1,0,0,0,11,11,11
"SULT2A1",0,0,0,0,11,0,0,0,0,11,11,11
"TAT",0,0,0,0,11,0,0,0,0,11,11,11
"TCF12",0,0,0,0,11,0,0,0,0,11,11,11
"TEX55",0,0,1,0,10,0,0,0,0,11,11,11
"THNSL2",0,0,0,0,9,0,0,2,0,11,11,11
"TLK2",0,0,0,0,11,0,0,0,0,11,11,11
"TMEFF1",0,0,0,0,8,2,0,1,0,11,11,11
"TMEM131",0,0,0,0,11,0,0,0,0,11,11,11
"TMEM145",0,0,0,0,10,1,0,0,0,11,11,11
"TNKS2",0,0,0,0,8,1,0,2,0,11,11,11
"TRIM75P",1,0,0,0,10,0,0,0,0,11,11,11
"TTC27",0,0,0,0,8,3,0,0,0,11,11,11
"TTC7A",1,0,1,0,8,1,0,0,0,11,11,11
"UBQLN2",0,0,0,0,11,0,0,0,0,11,11,11
"UCK2",0,0,0,0,10,0,1,0,0,11,11,11
"UGGT1",0,0,0,0,8,1,0,2,0,11,11,11
"UGT1A1",0,0,0,0,11,0,0,0,0,11,11,11
"UNC13B",1,0,0,0,9,1,0,0,0,11,11,11
"VNN2",0,0,0,0,11,0,0,0,0,11,11,11
"VWC2L",0,0,0,0,11,0,0,0,0,11,11,11
"WASF3",1,0,0,0,8,2,0,0,0,11,11,11
"WASHC2A",0,0,0,0,10,1,0,0,0,11,11,11
"WDR59",0,0,0,0,8,2,0,1,0,11,11,11
"XKR4",2,0,0,0,9,0,0,0,0,11,11,11
"YEATS2",0,0,0,0,9,1,0,1,0,11,11,11
"ZBTB14",2,0,0,0,7,2,0,0,0,11,11,11
"ZBTB16",0,1,0,0,9,1,0,0,0,11,11,11
"ZC3H14",0,0,0,0,8,3,0,0,0,11,11,11
"ZFP14",0,0,0,0,11,0,0,0,0,11,11,11
"ZFP36L1",0,1,0,0,7,3,0,0,0,11,11,11
"ZMIZ2",1,0,0,0,10,0,0,0,0,11,11,11
"ZMYND11",0,0,0,0,11,0,0,0,0,11,11,11
"ZNF154",0,0,0,0,11,0,0,0,0,11,11,11
"ZNF184",0,1,0,0,8,2,0,0,0,11,11,11
"ZNF300",0,0,0,0,11,0,0,0,0,11,11,11
"ZNF41",0,0,0,0,9,2,0,0,0,11,11,11
"ZNF425",1,0,0,0,10,0,0,0,0,11,11,11
"ZNF445",0,0,0,0,11,0,0,0,0,11,11,11
"ZNF484",2,0,0,0,7,2,0,0,0,11,11,11
"ZNF623",3,0,0,0,8,0,0,0,0,11,11,11
"ZNF644",0,0,0,0,9,2,0,0,0,11,11,11
"ZNF678",0,0,0,0,8,3,0,0,0,11,11,11
"ZNF80",0,0,0,0,11,0,0,0,0,11,11,11
"ZNF813",1,0,0,0,9,1,0,0,0,11,11,11
"ZYG11B",0,0,0,0,11,0,0,0,0,11,11,11
"SRGAP2",0,0,0,0,16,0,0,0,0,16,10,10
"PKLR",1,0,0,0,13,0,0,0,0,14,10,10
"CPE",0,0,0,0,13,0,0,0,0,13,10,10
"DNM1",0,0,0,0,12,1,0,0,0,13,10,10
"KMT5B",0,0,0,0,13,0,0,0,0,13,10,10
"MS4A3",1,0,0,0,10,1,0,0,1,13,10,10
"NNMT",0,0,0,0,13,0,0,0,0,13,10,10
"ADAM21",1,0,0,0,11,0,0,0,0,12,10,10
"AP1G1",1,0,0,0,10,1,0,0,0,12,10,10
"B2M",2,0,0,0,3,5,0,0,2,12,10,10
"DOCK1",0,0,0,0,10,1,0,1,0,12,10,10
"HLTF",0,0,0,0,11,0,0,1,0,12,10,10
"MAEL",0,0,0,0,9,1,0,2,0,12,10,10
"MAS1L",0,0,0,0,12,0,0,0,0,12,10,10
"MSH2",0,0,0,0,9,2,0,1,0,12,10,10
"OR52N5",0,0,0,0,11,1,0,0,0,12,10,10
"OR5K4",0,0,0,0,11,1,0,0,0,12,10,10
"PADI1",0,0,0,0,12,0,0,0,0,12,10,10
"SMARCC1",0,0,0,0,12,0,0,0,0,12,10,10
"TRIM56",0,0,0,0,12,0,0,0,0,12,10,10
"VWCE",0,0,0,0,11,1,0,0,0,12,10,10
"WNK2",1,0,0,0,10,1,0,0,0,12,10,10
"WWC1",1,0,1,0,7,3,0,0,0,12,10,10
"ZNF223",0,0,0,0,9,3,0,0,0,12,10,10
"ZNF431",0,0,0,0,11,1,0,0,0,12,10,10
"ZW10",0,0,0,0,10,1,0,0,1,12,10,10
"AACS",0,0,0,0,10,1,0,0,0,11,10,10
"ABCB8",0,0,1,0,10,0,0,0,0,11,10,10
"ACKR3",0,0,0,0,11,0,0,0,0,11,10,10
"ADGRA1",0,0,0,0,10,1,0,0,0,11,10,10
"ADGRE5",0,0,0,0,10,0,0,1,0,11,10,10
"ARAP1",1,0,0,0,10,0,0,0,0,11,10,10
"ARHGAP24",0,1,0,0,9,0,0,1,0,11,10,10
"ARHGAP4",1,0,0,0,9,1,0,0,0,11,10,10
"BABAM2",0,0,0,0,5,0,0,6,0,11,10,10
"BTN2A2",0,0,0,0,8,3,0,0,0,11,10,10
"CDC42BPG",0,0,0,0,10,1,0,0,0,11,10,10
"CDK14",1,0,0,0,9,1,0,0,0,11,10,10
"CDK15",0,0,0,0,7,0,0,4,0,11,10,10
"CDR1",0,0,0,0,9,2,0,0,0,11,10,10
"CELF4",0,0,0,0,9,1,0,1,0,11,10,10
"CENPJ",0,0,0,0,10,1,0,0,0,11,10,10
"CHML",0,0,0,0,11,0,0,0,0,11,10,10
"CPSF1",0,0,0,0,11,0,0,0,0,11,10,10
"DPEP3",0,0,0,0,10,1,0,0,0,11,10,10
"DUSP10",0,0,0,0,11,0,0,0,0,11,10,10
"DZIP1",0,0,0,0,10,1,0,0,0,11,10,10
"EEPD1",0,0,0,0,10,1,0,0,0,11,10,10
"FAM184A",0,1,0,0,9,1,0,0,0,11,10,10
"FOXO4",1,1,0,0,8,1,0,0,0,11,10,10
"FSD1",0,0,0,0,10,1,0,0,0,11,10,10
"GALNT2",1,0,0,0,10,0,0,0,0,11,10,10
"HEATR9",0,0,0,0,9,2,0,0,0,11,10,10
"IBSP",0,0,0,0,11,0,0,0,0,11,10,10
"IGDCC3",0,0,0,0,10,1,0,0,0,11,10,10
"IQUB",0,0,0,0,5,4,0,2,0,11,10,10
"IRF4",1,0,0,0,10,0,0,0,0,11,10,10
"IRF8",0,0,0,0,9,2,0,0,0,11,10,10
"ITGA3",1,2,0,0,8,0,0,0,0,11,10,10
"KANK1",0,0,0,0,10,1,0,0,0,11,10,10
"KCNF1",3,0,0,0,8,0,0,0,0,11,10,10
"KCNN3",0,0,0,0,11,0,0,0,0,11,10,10
"KMT2E",0,0,0,0,11,0,0,0,0,11,10,10
"KNG1",0,0,2,0,9,0,0,0,0,11,10,10
"KRTAP6-3",0,0,0,0,11,0,0,0,0,11,10,10
"LONP1",0,1,0,0,9,1,0,0,0,11,10,10
"MAST2",0,0,0,0,11,0,0,0,0,11,10,10
"MMEL1",0,0,0,0,7,4,0,0,0,11,10,10
"MTMR1",0,0,0,0,9,2,0,0,0,11,10,10
"MUC21",0,0,0,0,11,0,0,0,0,11,10,10
"MYO6",1,0,0,0,8,2,0,0,0,11,10,10
"NCF2",0,0,0,0,11,0,0,0,0,11,10,10
"NPAT",0,0,0,0,8,2,0,1,0,11,10,10
"NPHS2",0,0,0,0,10,1,0,0,0,11,10,10
"NPTX2",1,0,0,0,10,0,0,0,0,11,10,10
"NXF1",1,0,0,0,8,1,0,1,0,11,10,10
"OR11A1",2,0,0,0,9,0,0,0,0,11,10,10
"OR2F1",0,0,0,0,11,0,0,0,0,11,10,10
"OR52N1",0,0,0,0,11,0,0,0,0,11,10,10
"OR56B4",2,0,0,0,8,1,0,0,0,11,10,10
"OR5M1",0,0,0,0,11,0,0,0,0,11,10,10
"OR8D2",1,0,0,0,10,0,0,0,0,11,10,10
"OTOP1",0,0,0,0,10,1,0,0,0,11,10,10
"PCSK6",0,0,0,0,11,0,0,0,0,11,10,10
"PDE6C",1,0,0,0,9,1,0,0,0,11,10,10
"PHF2",0,0,0,0,9,2,0,0,0,11,10,10
"PLEKHM1",0,0,0,0,10,1,0,0,0,11,10,10
"POLR1A",0,0,0,0,11,0,0,0,0,11,10,10
"PPP1R15B",0,0,0,0,10,1,0,0,0,11,10,10
"PPP1R21",1,0,0,0,7,2,0,1,0,11,10,10
"PRKCA",0,0,0,0,11,0,0,0,0,11,10,10
"PRPF38B",0,0,0,0,5,0,0,6,0,11,10,10
"PRPF8",0,0,0,0,11,0,0,0,0,11,10,10
"PRR27",1,0,0,0,10,0,0,0,0,11,10,10
"PTDSS1",1,0,0,0,10,0,0,0,0,11,10,10
"PTEN",0,1,0,0,7,2,0,1,0,11,10,10
"PTK2B",0,0,0,0,9,0,0,2,0,11,10,10
"RIPK1",0,0,0,0,11,0,0,0,0,11,10,10
"SAMD3",0,0,0,0,7,2,0,2,0,11,10,10
"SEC23A",0,0,0,0,11,0,0,0,0,11,10,10
"SERPINB13",0,0,0,0,8,3,0,0,0,11,10,10
"SETDB1",0,1,0,0,8,2,0,0,0,11,10,10
"SIRPB1",1,0,0,0,8,2,0,0,0,11,10,10
"SLC18A2",0,0,0,0,7,1,0,3,0,11,10,10
"SLC22A8",0,0,0,0,8,2,0,1,0,11,10,10
"SPDL1",1,0,0,0,9,0,0,0,1,11,10,10
"STRN3",0,0,0,0,10,0,0,1,0,11,10,10
"TAAR5",3,1,0,0,6,1,0,0,0,11,10,10
"TBC1D19",0,0,0,0,7,1,0,3,0,11,10,10
"TEX26",0,0,0,0,6,2,0,3,0,11,10,10
"TFPI2",2,0,0,0,9,0,0,0,0,11,10,10
"TMCO4",0,0,0,0,11,0,0,0,0,11,10,10
"TPTE2",0,0,0,0,10,0,0,1,0,11,10,10
"TRIM55",0,0,0,0,4,1,0,6,0,11,10,10
"TSBP1",0,3,0,0,8,0,0,0,0,11,10,10
"TTC14",0,0,0,0,11,0,0,0,0,11,10,10
"UGT2A2",0,0,0,0,11,0,0,0,0,11,10,10
"USP54",1,0,0,0,10,0,0,0,0,11,10,10
"VIT",0,0,0,0,8,3,0,0,0,11,10,10
"WDR90",1,0,0,0,9,0,0,1,0,11,10,10
"WNT10B",0,0,0,0,10,1,0,0,0,11,10,10
"WNT16",2,0,0,0,7,1,0,1,0,11,10,10
"ZBED1",0,1,0,0,9,1,0,0,0,11,10,10
"ZC3H7B",1,1,0,0,9,0,0,0,0,11,10,10
"ZNF251",1,0,0,0,9,1,0,0,0,11,10,10
"ZNFX1",0,0,0,0,10,1,0,0,0,11,10,10
"AARS2",1,0,0,0,8,0,0,1,0,10,10,10
"ABAT",0,0,0,0,7,2,0,1,0,10,10,10
"ABRA",1,0,0,0,8,1,0,0,0,10,10,10
"AC006059.2",0,0,0,0,10,0,0,0,0,10,10,10
"ACAP2",0,0,0,0,9,1,0,0,0,10,10,10
"ACCSL",0,0,0,0,10,0,0,0,0,10,10,10
"ACTG2",0,0,0,0,8,2,0,0,0,10,10,10
"ACTL9",0,0,0,0,9,1,0,0,0,10,10,10
"ACVRL1",0,0,0,0,7,3,0,0,0,10,10,10
"ADA2",0,2,0,0,7,0,0,1,0,10,10,10
"ADH1C",0,0,0,0,10,0,0,0,0,10,10,10
"AKAP12",0,0,0,0,10,0,0,0,0,10,10,10
"ALB",0,0,0,0,8,1,0,1,0,10,10,10
"ALLC",0,0,0,0,8,2,0,0,0,10,10,10
"ALOX12",0,0,2,0,8,0,0,0,0,10,10,10
"ALPK3",0,0,0,0,8,2,0,0,0,10,10,10
"ANKK1",0,0,0,0,10,0,0,0,0,10,10,10
"ANKRD34A",0,0,0,0,10,0,0,0,0,10,10,10
"ANKRD35",0,0,0,0,10,0,0,0,0,10,10,10
"AP2A2",0,0,0,0,10,0,0,0,0,10,10,10
"AP3B2",0,0,0,0,9,1,0,0,0,10,10,10
"APOA5",1,0,0,0,9,0,0,0,0,10,10,10
"ARHGAP27",0,0,0,0,8,1,0,1,0,10,10,10
"ARHGEF37",0,0,0,0,8,2,0,0,0,10,10,10
"ARID5B",0,0,0,0,8,1,1,0,0,10,10,10
"ARSI",1,0,0,0,8,1,0,0,0,10,10,10
"ATAD5",1,0,0,0,8,1,0,0,0,10,10,10
"ATF2",0,0,0,0,7,1,0,2,0,10,10,10
"ATP13A3",1,0,0,0,8,0,0,1,0,10,10,10
"ATP2A2",1,0,0,0,9,0,0,0,0,10,10,10
"ATXN2",0,0,0,0,10,0,0,0,0,10,10,10
"B3GAT2",0,0,0,0,9,1,0,0,0,10,10,10
"BAAT",0,0,0,0,10,0,0,0,0,10,10,10
"BAHCC1",2,0,0,0,8,0,0,0,0,10,10,10
"BCL6",1,0,0,0,9,0,0,0,0,10,10,10
"BCO2",1,0,0,0,8,1,0,0,0,10,10,10
"BEND6",0,0,0,0,9,1,0,0,0,10,10,10
"BMP1",0,0,0,0,9,1,0,0,0,10,10,10
"BMP6",0,0,1,0,9,0,0,0,0,10,10,10
"BMPR1B",0,0,0,0,9,1,0,0,0,10,10,10
"BTBD3",0,0,0,0,9,1,0,0,0,10,10,10
"BTBD9",0,0,0,0,8,2,0,0,0,10,10,10
"BTNL8",0,0,0,0,8,2,0,0,0,10,10,10
"C10orf120",0,1,0,0,7,2,0,0,0,10,10,10
"C1orf87",0,0,0,0,10,0,0,0,0,10,10,10
"C22orf42",0,0,0,0,9,0,0,1,0,10,10,10
"CACNG6",0,0,0,0,10,0,0,0,0,10,10,10
"CAGE1",0,0,0,0,9,1,0,0,0,10,10,10
"CALU",0,0,0,0,10,0,0,0,0,10,10,10
"CAPRIN1",1,0,0,0,8,1,0,0,0,10,10,10
"CBLB",0,0,0,0,10,0,0,0,0,10,10,10
"CBLL2",0,1,0,0,8,1,0,0,0,10,10,10
"CCDC180",0,0,0,0,9,1,0,0,0,10,10,10
"CCDC9B",0,0,0,0,10,0,0,0,0,10,10,10
"CCP110",0,0,0,0,10,0,0,0,0,10,10,10
"CD4",0,0,0,0,7,0,0,3,0,10,10,10
"CD96",0,0,0,0,7,2,0,1,0,10,10,10
"CDC5L",2,0,0,0,7,1,0,0,0,10,10,10
"CDH1",0,0,0,0,9,0,0,1,0,10,10,10
"CEL",3,1,0,0,6,0,0,0,0,10,10,10
"CEMIP",0,0,0,0,9,1,0,0,0,10,10,10
"CFHR1",0,0,0,0,8,1,0,1,0,10,10,10
"CGNL1",2,0,1,0,6,1,0,0,0,10,10,10
"CHD2",1,0,0,0,6,3,0,0,0,10,10,10
"CHRNB2",0,0,0,0,9,1,0,0,0,10,10,10
"CILK1",1,0,0,0,9,0,0,0,0,10,10,10
"CKAP2L",0,0,0,0,9,0,0,1,0,10,10,10
"CLVS1",0,0,0,0,10,0,0,0,0,10,10,10
"CNTNAP3",0,0,0,0,10,0,0,0,0,10,10,10
"COL13A1",0,0,0,0,10,0,0,0,0,10,10,10
"COL6A1",0,0,0,0,6,2,0,2,0,10,10,10
"CPA2",0,0,0,0,10,0,0,0,0,10,10,10
"CPNE8",1,2,0,0,7,0,0,0,0,10,10,10
"CPT1C",0,0,0,0,10,0,0,0,0,10,10,10
"CRISPLD2",0,0,0,0,10,0,0,0,0,10,10,10
"CSGALNACT2",0,0,0,0,8,1,0,0,1,10,10,10
"CSN2",0,0,0,0,10,0,0,0,0,10,10,10
"CYP1A1",2,0,0,0,8,0,0,0,0,10,10,10
"DAGLA",0,0,0,0,10,0,0,0,0,10,10,10
"DCBLD1",1,1,0,0,5,3,0,0,0,10,10,10
"DDX10",0,0,0,0,5,5,0,0,0,10,10,10
"DDX4",0,0,0,0,9,1,0,0,0,10,10,10
"DENND5A",1,0,0,0,9,0,0,0,0,10,10,10
"DEPDC1",0,0,0,0,10,0,0,0,0,10,10,10
"DIS3",1,0,0,0,8,0,0,1,0,10,10,10
"DIS3L2",0,0,0,0,10,0,0,0,0,10,10,10
"DMKN",1,0,0,0,9,0,0,0,0,10,10,10
"DMWD",1,0,0,0,9,0,0,0,0,10,10,10
"DNAI3",0,0,0,0,6,3,0,1,0,10,10,10
"DNMT3B",0,0,0,0,9,0,0,1,0,10,10,10
"DOP1A",0,0,0,0,9,0,0,1,0,10,10,10
"DPP4",0,0,0,0,7,1,0,2,0,10,10,10
"DPYSL3",0,0,0,0,10,0,0,0,0,10,10,10
"ECEL1",0,0,0,0,10,0,0,0,0,10,10,10
