"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"MIDEAS",18,4,1,0,10,4,0,0,0,37,32,32
"PTPRC",3,1,0,0,30,2,0,1,0,37,32,32
"WDR17",1,2,0,0,29,4,0,1,0,37,32,32
"ARID1B",2,1,1,0,24,8,0,0,0,36,32,32
"DISP3",2,2,0,0,29,2,0,1,0,36,32,32
"IRS4",4,3,0,0,29,0,0,0,0,36,32,32
"PCDHB7",1,0,0,0,35,0,0,0,0,36,32,32
"TANC2",3,0,0,0,30,3,0,0,0,36,32,32
"CACHD1",0,5,0,0,26,4,0,0,0,35,32,32
"FLT4",3,1,1,0,26,1,0,3,0,35,32,32
"LAMC3",7,0,0,0,28,0,0,0,0,35,32,32
"HSPG2",3,1,0,0,28,2,0,0,0,34,32,32
"KCNH1",3,0,0,0,28,2,0,1,0,34,32,32
"RGS12",10,0,0,0,19,4,0,0,0,33,32,32
"NEXMIF",2,0,0,0,27,3,0,0,0,32,32,32
"LMO7",3,4,0,0,37,3,0,1,0,48,31,31
"ADAMTS12",0,1,0,0,40,5,0,0,0,46,31,31
"DOP1A",3,0,0,0,37,3,0,1,0,44,31,31
"CEP192",3,1,0,0,34,5,0,0,0,43,31,31
"KDR",1,1,0,0,36,5,0,0,0,43,31,31
"NSD1",3,0,1,0,38,1,0,0,0,43,31,31
"PPFIA2",2,0,0,0,34,7,0,0,0,43,31,31
"CDH2",0,0,0,0,41,1,0,0,0,42,31,31
"CFAP65",10,1,0,0,28,3,0,0,0,42,31,31
"FANCM",4,1,0,0,36,0,0,0,0,41,31,31
"NRAP",3,1,0,0,33,2,0,2,0,41,31,31
"PTPN13",6,0,0,0,31,4,0,0,0,41,31,31
"SHANK1",3,1,0,0,35,2,0,0,0,41,31,31
"CTNNA1",4,1,0,0,28,7,0,0,0,40,31,31
"KIAA1549",8,1,0,0,29,2,0,0,0,40,31,31
"CCDC73",9,1,0,0,20,6,0,3,0,39,31,31
"EML5",2,2,2,0,30,3,0,0,0,39,31,31
"EP300",2,0,0,0,29,4,0,4,0,39,31,31
"GRIA1",2,1,0,0,35,0,0,1,0,39,31,31
"TET1",9,0,0,0,26,4,0,0,0,39,31,31
"ALPK2",12,0,0,0,26,0,0,0,0,38,31,31
"COL18A1",6,2,0,0,24,3,0,3,0,38,31,31
"MPDZ",1,1,0,0,33,2,0,0,0,37,31,31
"MYO7A",3,3,0,0,30,1,0,0,0,37,31,31
"NRK",3,2,0,0,25,7,0,0,0,37,31,31
"PLCG2",3,1,0,0,32,1,0,0,0,37,31,31
"SRRM2",0,0,1,0,33,3,0,0,0,37,31,31
"AMOTL1",4,0,0,0,29,3,0,0,0,36,31,31
"ARHGEF26",0,1,0,0,33,2,0,0,0,36,31,31
"AXIN2",12,12,0,0,11,0,0,1,0,36,31,31
"DENND4B",6,2,0,0,28,0,0,0,0,36,31,31
"GRM6",0,5,0,0,28,3,0,0,0,36,31,31
"HELZ2",3,0,0,0,32,0,0,1,0,36,31,31
"NF1",2,5,0,0,19,6,0,4,0,36,31,31
"CHD5",1,2,0,0,30,1,0,1,0,35,31,31
"GRIA2",3,0,0,0,30,1,0,1,0,35,31,31
"CHRM2",4,0,0,0,29,1,0,0,0,34,31,31
"DLGAP2",0,0,0,0,32,1,0,1,0,34,31,31
"DOCK8",3,1,0,0,28,1,0,1,0,34,31,31
"LTBP2",5,2,0,0,27,0,0,0,0,34,31,31
"SRGAP1",4,1,0,0,20,9,0,0,0,34,31,31
"TTK",22,0,1,0,11,0,0,0,0,34,31,31
"ZNF462",2,1,0,0,26,5,0,0,0,34,31,31
"ZNF518A",9,3,2,0,18,2,0,0,0,34,31,31
"COL1A2",3,0,0,0,28,0,0,1,1,33,31,31
"PCDHGA5",1,0,0,0,32,0,0,0,0,33,31,31
"CARD11",9,0,0,0,22,1,0,0,0,32,31,31
"GRIK4",2,0,0,0,28,2,0,0,0,32,31,31
"GRIK3",0,1,0,0,29,1,0,0,0,31,31,31
"PDGFRA",3,0,0,0,32,7,0,2,0,44,30,30
"FSIP2",6,0,0,0,32,5,0,0,0,43,30,30
"CHL1",0,1,0,0,39,1,0,1,0,42,30,30
"MYO9A",4,0,0,0,35,0,0,2,0,41,30,30
"PTEN",12,2,0,0,15,8,0,2,2,41,30,30
"ACVR1B",4,2,0,0,24,9,0,1,0,40,30,30
"ADAMTS9",3,0,0,0,33,4,0,0,0,40,30,30
"FREM1",5,0,0,0,34,1,0,0,0,40,30,30
"PLXNB3",7,0,1,0,31,0,0,1,0,40,30,30
"PTPRD",0,0,0,0,39,1,0,0,0,40,30,30
"DOCK11",1,2,0,0,32,4,0,0,0,39,30,30
"MYH11",0,1,1,0,33,3,0,1,0,39,30,30
"SETBP1",5,1,0,0,32,1,0,0,0,39,30,30
"STAG1",2,0,0,0,31,6,0,0,0,39,30,30
"TRPA1",5,2,0,0,30,1,0,1,0,39,30,30
"ATAD5",10,2,0,0,23,2,0,1,0,38,30,30
"BOD1L1",7,1,0,0,29,1,0,0,0,38,30,30
"FILIP1",3,0,0,0,27,8,0,0,0,38,30,30
"NES",11,1,0,0,26,0,0,0,0,38,30,30
"ALS2",2,0,0,0,33,0,0,2,0,37,30,30
"ASCC3",6,3,0,0,23,4,0,1,0,37,30,30
"C3",6,1,0,0,25,3,0,2,0,37,30,30
"COL4A5",1,0,0,0,28,8,0,0,0,37,30,30
"DLGAP3",15,0,0,0,22,0,0,0,0,37,30,30
"TRHDE",1,0,0,0,31,4,0,1,0,37,30,30
"ARHGAP31",1,0,0,0,32,1,0,2,0,36,30,30
"PCDHA3",0,0,0,0,36,0,0,0,0,36,30,30
"ADCY2",0,1,0,0,33,1,0,0,0,35,30,30
"CEP170",7,0,0,0,28,0,0,0,0,35,30,30
"DSP",0,3,0,0,31,1,0,0,0,35,30,30
"EIF3A",1,0,3,0,29,2,0,0,0,35,30,30
"KIDINS220",5,0,0,0,29,0,0,1,0,35,30,30
"PCDHB2",1,0,0,0,33,1,0,0,0,35,30,30
"PREX1",0,2,0,0,33,0,0,0,0,35,30,30
"SLIT1",1,0,0,0,34,0,0,0,0,35,30,30
"ZNF804A",2,0,0,1,29,3,0,0,0,35,30,30
"AFF3",3,0,0,0,29,2,0,0,0,34,30,30
"ARHGAP35",4,1,0,0,24,5,0,0,0,34,30,30
"FRMD4A",9,3,0,0,19,3,0,0,0,34,30,30
"GABRA5",3,0,0,0,28,3,0,0,0,34,30,30
"MRC1",0,1,0,0,26,4,0,3,0,34,30,30
"NYAP2",3,1,0,0,26,4,0,0,0,34,30,30
"PLXNB1",5,0,0,0,27,2,0,0,0,34,30,30
"TNKS2",12,0,1,0,16,5,0,0,0,34,30,30
"TNN",0,0,0,0,33,0,0,1,0,34,30,30
"TOGARAM2",4,0,0,0,30,0,0,0,0,34,30,30
"ARFGEF2",0,0,0,0,30,2,0,1,0,33,30,30
"ARHGAP21",2,2,0,0,27,2,0,0,0,33,30,30
"FASN",2,0,0,0,30,1,0,0,0,33,30,30
"PCDHA7",1,0,0,0,31,1,0,0,0,33,30,30
"RALGAPB",4,2,0,0,27,0,0,0,0,33,30,30
"TMEM132B",5,0,0,0,26,2,0,0,0,33,30,30
"TPO",2,0,0,0,31,0,0,0,0,33,30,30
"TRPC3",2,0,0,0,30,1,0,0,0,33,30,30
"XIRP1",4,0,1,0,24,4,0,0,0,33,30,30
"ADCY5",0,2,0,0,30,0,0,0,0,32,30,30
"ARMC4",0,1,0,0,25,6,0,0,0,32,30,30
"ATG2A",4,0,0,0,25,2,0,1,0,32,30,30
"CDH4",2,1,0,0,29,0,0,0,0,32,30,30
"ELOA2",2,3,0,0,27,0,0,0,0,32,30,30
"NPAP1",1,0,0,0,30,1,0,0,0,32,30,30
"OSMR",9,0,0,0,23,0,0,0,0,32,30,30
"SBF1",5,3,0,0,21,2,0,1,0,32,30,30
"TRPM2",2,2,0,0,28,0,0,0,0,32,30,30
"UGGT2",1,0,0,0,27,2,0,2,0,32,30,30
"BLM",14,0,0,0,14,1,0,2,0,31,30,30
"NCAM1",2,0,0,0,28,0,0,0,0,30,30,30
"SMCHD1",5,4,0,0,36,3,0,1,0,49,29,29
"PTPRM",1,0,0,0,40,5,0,0,0,46,29,29
"ABCA6",0,3,0,0,32,4,0,4,0,43,29,29
"MON2",3,0,2,0,33,5,0,0,0,43,29,29
"KNL1",8,1,0,0,30,3,0,0,0,42,29,29
"LIFR",1,0,0,0,36,4,0,0,0,41,29,29
"ABCA2",2,0,0,0,37,0,0,1,0,40,29,29
"BDP1",6,1,0,0,29,3,0,1,0,40,29,29
"BNC1",3,0,0,0,31,4,0,1,0,39,29,29
"BIVM-ERCC5",3,0,0,0,31,4,0,0,0,38,29,29
"MTCL1",4,1,0,0,32,1,0,0,0,38,29,29
"VWA8",4,2,0,0,23,9,0,0,0,38,29,29
"DOCK10",5,1,0,0,28,3,0,0,0,37,29,29
"PHF2",13,1,0,0,20,3,0,0,0,37,29,29
"SPG11",3,2,0,0,22,7,0,3,0,37,29,29
"EPB41L3",0,1,0,0,26,9,0,0,0,36,29,29
"EPRS1",2,0,0,0,33,0,0,1,0,36,29,29
"JMJD1C",3,0,0,0,33,0,0,0,0,36,29,29
"KIF13A",6,1,0,0,23,6,0,0,0,36,29,29
"MED13",1,2,1,0,30,2,0,0,0,36,29,29
"PCDH19",10,0,0,0,24,2,0,0,0,36,29,29
"TET3",9,5,1,0,20,1,0,0,0,36,29,29
"CALD1",2,1,0,0,26,5,0,0,1,35,29,29
"HCN4",7,0,0,0,27,0,0,1,0,35,29,29
"MSH6",3,4,0,0,21,7,0,0,0,35,29,29
"PCNX1",6,0,0,0,22,7,0,0,0,35,29,29
"PIKFYVE",4,0,0,0,28,1,0,2,0,35,29,29
"ZAN",2,0,0,0,31,2,0,0,0,35,29,29
"ZFYVE26",2,1,0,0,27,3,0,2,0,35,29,29
"CHD1",6,3,0,1,20,2,0,2,0,34,29,29
"KCNB1",2,4,0,0,26,2,0,0,0,34,29,29
"LCT",2,0,0,0,32,0,0,0,0,34,29,29
"DCLK1",0,0,0,0,27,4,0,2,0,33,29,29
"TNRC6C",15,1,0,0,16,1,0,0,0,33,29,29
"USP24",2,1,0,0,23,7,0,0,0,33,29,29
"USP28",3,0,2,0,23,4,0,1,0,33,29,29
"USP7",2,1,0,0,25,5,0,0,0,33,29,29
"ASTN1",0,2,0,0,30,0,0,0,0,32,29,29
"BRWD1",10,5,0,0,13,4,0,0,0,32,29,29
"CACNA2D3",4,2,0,0,22,3,0,1,0,32,29,29
"KDM2B",11,2,0,0,15,2,0,2,0,32,29,29
"PRDM2",5,0,0,0,26,1,0,0,0,32,29,29
"TSHZ2",3,2,0,0,26,1,0,0,0,32,29,29
"HDLBP",1,1,0,0,23,6,0,0,0,31,29,29
"ICE1",4,2,0,0,24,1,0,0,0,31,29,29
"MUC4",3,0,0,0,26,0,0,2,0,31,29,29
"PCDHA13",1,0,0,0,28,2,0,0,0,31,29,29
"PIK3R1",4,5,1,0,10,8,0,3,0,31,29,29
"PPL",9,3,2,0,14,3,0,0,0,31,29,29
"KLHL4",0,1,0,0,28,1,0,0,0,30,29,29
"NUP98",7,0,0,0,23,0,0,0,0,30,29,29
"CTNNA3",2,4,0,0,19,1,0,3,0,29,29,29
"GRM7",5,0,0,0,22,1,0,1,0,29,29,29
"IRS1",9,1,0,0,19,0,0,0,0,29,29,29
"ZNF835",0,0,1,0,28,0,0,0,0,29,29,29
"SAMD9L",1,1,0,0,37,5,0,0,0,44,28,28
"TP53BP1",3,2,0,0,27,8,0,4,0,44,28,28
"PHF3",5,7,0,0,30,0,0,0,0,42,28,28
"ATP8A2",0,2,0,0,32,3,0,3,0,40,28,28
"SCN10A",1,1,0,0,35,3,0,0,0,40,28,28
"TPTE",1,0,0,0,34,2,0,3,0,40,28,28
"KIAA2026",6,0,0,0,32,1,0,0,0,39,28,28
"SAMD9",0,1,0,0,33,5,0,0,0,39,28,28
"ZNF521",1,0,0,0,36,2,0,0,0,39,28,28
"HTT",6,0,0,0,31,1,0,0,0,38,28,28
"RGS22",3,1,0,0,32,2,0,0,0,38,28,28
"SETD2",4,1,0,0,28,4,0,1,0,38,28,28
"WNK3",3,1,0,0,29,4,0,1,0,38,28,28
"EFCAB5",8,2,0,0,22,5,0,0,0,37,28,28
"A2M",1,0,0,0,33,2,0,0,0,36,28,28
"CDH8",1,1,1,0,31,2,0,0,0,36,28,28
"CNTLN",6,4,0,0,26,0,0,0,0,36,28,28
"DOCK4",3,1,0,0,31,1,0,0,0,36,28,28
"HECW2",3,0,0,0,29,3,0,1,0,36,28,28
"BPTF",6,0,1,0,25,2,0,1,0,35,28,28
"CASZ1",2,1,1,0,29,1,0,1,0,35,28,28
"KDM5A",6,2,0,0,25,2,0,0,0,35,28,28
"LCOR",2,1,0,0,29,3,0,0,0,35,28,28
"PIK3C2G",4,1,1,0,19,10,0,0,0,35,28,28
"PPP1R3A",4,2,0,0,24,5,0,0,0,35,28,28
"SPTBN2",2,0,0,0,32,0,0,1,0,35,28,28
"TENM4",1,0,0,0,32,2,0,0,0,35,28,28
"ABCB1",3,0,0,0,30,1,0,0,0,34,28,28
"KSR2",7,0,0,0,25,2,0,0,0,34,28,28
"MYLK",4,0,0,0,27,3,0,0,0,34,28,28
"PCDHA4",0,0,0,0,32,2,0,0,0,34,28,28
"PDS5B",9,1,0,0,19,3,0,2,0,34,28,28
"PLG",4,0,0,1,26,1,0,2,0,34,28,28
"SLC4A7",1,1,1,0,27,2,0,2,0,34,28,28
"TOGARAM1",5,1,0,0,25,3,0,0,0,34,28,28
"MARF1",4,2,0,0,24,3,0,0,0,33,28,28
"ABCA7",2,0,0,0,29,0,0,1,0,32,28,28
"ABCC1",2,0,0,1,28,1,0,0,0,32,28,28
"ATP12A",4,0,0,0,27,0,0,1,0,32,28,28
"KDM6B",6,1,0,0,24,1,0,0,0,32,28,28
"LRRK1",0,0,0,0,30,1,0,1,0,32,28,28
"MBD5",3,2,0,0,25,2,0,0,0,32,28,28
"MDGA2",8,3,0,0,20,1,0,0,0,32,28,28
"NCAPD3",8,3,0,0,19,0,0,2,0,32,28,28
"SMARCA4",3,2,0,0,27,0,0,0,0,32,28,28
"SOGA3",3,1,0,0,26,2,0,0,0,32,28,28
"CLUH",3,2,0,0,24,2,0,0,0,31,28,28
"CNTN4",4,0,0,0,23,3,0,1,0,31,28,28
"FLRT2",1,0,0,0,27,3,0,0,0,31,28,28
"IFT172",1,0,0,0,24,3,0,3,0,31,28,28
"PCDH7",3,2,0,0,24,2,0,0,0,31,28,28
"PLEKHA6",21,0,0,0,8,2,0,0,0,31,28,28
"POLD1",2,2,1,0,22,0,0,4,0,31,28,28
"UNC5C",4,0,0,0,27,0,0,0,0,31,28,28
"BICRA",14,3,0,0,12,1,0,0,0,30,28,28
"CD93",11,1,0,0,17,1,0,0,0,30,28,28
"ENAM",1,3,0,0,25,1,0,0,0,30,28,28
"GRM1",3,0,0,0,27,0,0,0,0,30,28,28
"HNRNPL",14,3,0,0,13,0,0,0,0,30,28,28
"PTPRU",3,0,0,0,24,2,0,1,0,30,28,28
"TOP2B",3,6,0,1,18,2,0,0,0,30,28,28
"ADAMTS5",0,1,0,0,26,2,0,0,0,29,28,28
"ASXL1",6,4,0,0,13,6,0,0,0,29,28,28
"KIAA1549L",2,1,0,0,23,2,0,1,0,29,28,28
"MYO10",1,2,0,0,24,2,0,0,0,29,28,28
"NID2",3,1,0,0,19,3,0,3,0,29,28,28
"NLGN4X",2,0,0,0,26,1,0,0,0,29,28,28
"SLIT3",1,0,0,0,24,4,0,0,0,29,28,28
"ZMYND8",2,0,0,0,26,0,0,1,0,29,28,28
"KIRREL3",3,0,0,0,23,2,0,0,0,28,28,28
"RPL22",23,2,0,0,2,0,1,0,0,28,28,28
"CCDC39",3,1,0,0,33,5,1,0,0,43,27,27
"ADAMTS18",2,0,0,0,35,5,0,0,0,42,27,27
"SCAF11",4,3,0,0,31,3,0,1,0,42,27,27
"SLIT2",0,0,0,1,39,1,0,1,0,42,27,27
"CD109",1,0,0,0,39,1,0,0,0,41,27,27
"NUP210L",8,0,0,0,30,3,0,0,0,41,27,27
"CFAP251",1,0,0,0,30,8,0,1,0,40,27,27
"MYH15",7,1,0,0,28,2,0,0,0,38,27,27
"ZNF236",4,0,0,0,33,1,0,0,0,38,27,27
"BAHCC1",8,3,0,0,25,1,0,0,0,37,27,27
"CELSR3",3,1,0,0,27,6,0,0,0,37,27,27
"KDM3B",2,1,0,0,25,8,0,1,0,37,27,27
"CTTNBP2",2,0,0,0,33,1,0,0,0,36,27,27
"MROH2B",5,0,0,0,31,0,0,0,0,36,27,27
"PLCE1",0,0,0,0,32,4,0,0,0,36,27,27
"SCAPER",8,1,0,0,24,3,0,0,0,36,27,27
"TACC2",8,3,0,0,25,0,0,0,0,36,27,27
"TPR",1,1,0,0,31,3,0,0,0,36,27,27
"UNC13A",0,0,0,0,35,1,0,0,0,36,27,27
"ARHGAP20",4,1,0,0,27,2,0,1,0,35,27,27
"ADGRB1",2,0,0,0,31,1,0,0,0,34,27,27
"CAD",4,2,0,0,24,4,0,0,0,34,27,27
"CD163",2,0,0,0,31,1,0,0,0,34,27,27
"COL4A6",1,1,0,0,28,4,0,0,0,34,27,27
"PCF11",5,0,0,0,27,2,0,0,0,34,27,27
"RAD51AP2",18,0,0,0,12,4,0,0,0,34,27,27
"WNK1",2,1,2,0,26,3,0,0,0,34,27,27
"B2M",9,3,1,0,4,4,1,7,4,33,27,27
"CDK5RAP2",6,1,0,0,26,0,0,0,0,33,27,27
"ERC2",2,0,0,0,27,4,0,0,0,33,27,27
"HIVEP2",1,2,0,0,28,2,0,0,0,33,27,27
"NOL6",7,0,0,0,24,2,0,0,0,33,27,27
"NPHS1",3,1,0,0,29,0,0,0,0,33,27,27
"SPTAN1",2,0,0,0,25,6,0,0,0,33,27,27
"UHRF1BP1L",8,1,0,0,18,4,0,2,0,33,27,27
"FSTL5",4,3,0,0,22,3,0,0,0,32,27,27
"GRID2",0,0,0,0,29,3,0,0,0,32,27,27
"KIF1A",2,1,0,0,29,0,0,0,0,32,27,27
"KIT",1,3,0,0,27,1,0,0,0,32,27,27
"PIK3CG",0,0,0,0,31,0,1,0,0,32,27,27
"POSTN",2,1,1,0,25,2,0,0,1,32,27,27
"SLC12A5",4,0,0,0,24,0,0,4,0,32,27,27
"SZT2",3,3,0,0,24,1,0,1,0,32,27,27
"THBS2",0,0,0,0,29,1,0,2,0,32,27,27
"AKAP11",4,2,0,0,23,2,0,0,0,31,27,27
"CHST15",0,1,0,0,30,0,0,0,0,31,27,27
"CLIP1",5,1,0,0,22,2,0,1,0,31,27,27
"CNTN5",0,1,0,0,27,3,0,0,0,31,27,27
"DNHD1",5,0,0,0,24,2,0,0,0,31,27,27
"DOCK1",0,0,2,0,28,1,0,0,0,31,27,27
"PCDHA6",1,0,0,0,30,0,0,0,0,31,27,27
"PLA2R1",6,0,0,0,21,2,0,2,0,31,27,27
"PRDM10",3,0,0,0,26,2,0,0,0,31,27,27
"BAZ1A",12,2,0,0,13,3,0,0,0,30,27,27
"CARMIL1",1,0,0,0,26,3,0,0,0,30,27,27
"CRACD",6,0,0,0,23,1,0,0,0,30,27,27
"DDX60L",6,1,0,0,21,2,0,0,0,30,27,27
"KIF26A",10,0,0,0,20,0,0,0,0,30,27,27
"LRFN2",1,2,0,0,27,0,0,0,0,30,27,27
"SMC2",7,0,0,0,21,2,0,0,0,30,27,27
"SPECC1",10,1,1,0,17,0,0,1,0,30,27,27
"ULK2",4,3,0,0,19,2,0,2,0,30,27,27
"CDH12",0,2,0,0,20,6,0,1,0,29,27,27
"EPHA6",0,2,0,0,18,9,0,0,0,29,27,27
"HRNR",1,0,0,0,26,2,0,0,0,29,27,27
"MAP2K4",2,0,1,0,20,4,0,2,0,29,27,27
"MCF2",1,2,0,0,23,3,0,0,0,29,27,27
"NOTCH2",4,4,0,0,21,0,0,0,0,29,27,27
"PCDHA1",0,0,0,0,28,1,0,0,0,29,27,27
"SAGE1",1,0,0,0,26,1,0,1,0,29,27,27
"ATP6V1B1",13,2,0,0,13,0,0,0,0,28,27,27
"CPS1",0,0,0,0,26,2,0,0,0,28,27,27
"EXPH5",3,0,0,0,20,5,0,0,0,28,27,27
"IQCA1",1,3,0,0,23,0,0,1,0,28,27,27
"PCDHA9",0,0,0,0,28,0,0,0,0,28,27,27
"PRPF8",2,0,0,0,25,1,0,0,0,28,27,27
"SLC8A2",11,0,0,0,16,1,0,0,0,28,27,27
"DIP2A",2,0,1,0,24,0,0,0,0,27,27,27
"GSE1",11,2,1,0,12,0,0,1,0,27,27,27
"MYH3",2,2,0,0,35,1,0,0,0,40,26,26
"NBAS",5,1,0,0,27,5,0,2,0,40,26,26
"MYH1",1,1,1,0,30,5,0,0,0,38,26,26
"ABCA10",3,1,0,0,32,1,0,0,0,37,26,26
"TRANK1",3,0,0,0,32,2,0,0,0,37,26,26
"ZEB2",0,0,0,0,37,0,0,0,0,37,26,26
"ROCK1",5,2,0,0,23,4,0,2,0,36,26,26
"COL11A2",2,1,0,0,28,2,0,2,0,35,26,26
"DCDC1",4,0,0,0,26,4,0,0,0,34,26,26
"FRMPD1",2,0,0,0,27,4,0,0,1,34,26,26
"GRID1",0,0,0,0,33,1,0,0,0,34,26,26
"KMT2E",5,2,0,0,25,1,0,1,0,34,26,26
"NBEAL1",4,2,1,0,23,4,0,0,0,34,26,26
"NCOA6",2,0,0,0,30,2,0,0,0,34,26,26
"RNF17",5,0,0,0,25,3,0,1,0,34,26,26
"TNRC6A",3,0,1,0,29,1,0,0,0,34,26,26
"ABI3BP",1,0,0,0,32,0,0,0,0,33,26,26
"BTAF1",3,0,0,0,28,2,0,0,0,33,26,26
"JAKMIP2",0,0,0,0,30,3,0,0,0,33,26,26
"SEMA5B",3,0,0,0,27,2,0,1,0,33,26,26
"ATAD2B",12,0,0,0,13,6,0,1,0,32,26,26
"COL1A1",5,0,0,0,25,2,0,0,0,32,26,26
"CTR9",0,1,3,0,25,2,0,1,0,32,26,26
"KCNA1",2,0,0,0,29,1,0,0,0,32,26,26
"MYT1L",1,0,0,0,30,1,0,0,0,32,26,26
"NOS3",11,0,0,0,21,0,0,0,0,32,26,26
"PBRM1",7,1,0,0,18,6,0,0,0,32,26,26
"PCDHGA2",0,0,0,0,30,2,0,0,0,32,26,26
"PLXNA2",3,0,0,0,29,0,0,0,0,32,26,26
"SLITRK6",1,2,0,0,25,4,0,0,0,32,26,26
"SMAD2",1,0,0,0,16,14,0,1,0,32,26,26
"AGRN",5,2,0,0,21,3,0,0,0,31,26,26
"ANKHD1-EIF4EBP3",5,0,0,0,25,1,0,0,0,31,26,26
"ATP2B3",2,0,0,0,28,1,0,0,0,31,26,26
"CCDC88A",5,4,0,0,19,3,0,0,0,31,26,26
"ESPL1",3,0,0,0,27,1,0,0,0,31,26,26
"HEATR1",0,1,0,0,30,0,0,0,0,31,26,26
"PAM",4,3,0,0,23,1,0,0,0,31,26,26
"PCDHB3",2,1,0,0,27,1,0,0,0,31,26,26
"ASTN2",0,0,0,0,25,4,0,1,0,30,26,26
"CACNA1S",2,0,0,0,28,0,0,0,0,30,26,26
"CAMTA1",1,2,0,0,26,1,0,0,0,30,26,26
"ITSN2",2,1,0,0,23,2,0,2,0,30,26,26
"PARD3B",5,0,0,0,22,1,0,2,0,30,26,26
"PCDHB9",1,0,0,0,27,0,2,0,0,30,26,26
"PRKD1",0,1,0,0,27,2,0,0,0,30,26,26
"SLC24A2",2,4,0,0,23,1,0,0,0,30,26,26
"SULF1",5,2,0,0,22,1,0,0,0,30,26,26
"ADAM7",2,0,0,0,23,2,0,2,0,29,26,26
"ANKRD12",4,6,0,0,14,4,0,1,0,29,26,26
"CEP162",4,6,0,0,17,2,0,0,0,29,26,26
"DAAM2",1,0,0,0,27,1,0,0,0,29,26,26
"ELMO1",4,0,0,0,19,3,0,3,0,29,26,26
"FAM193A",14,0,0,0,15,0,0,0,0,29,26,26
"IGSF1",5,1,0,0,22,1,0,0,0,29,26,26
"LRRIQ3",5,2,0,0,21,1,0,0,0,29,26,26
"NLRP1",4,0,0,0,21,3,0,1,0,29,26,26
"NRIP1",10,2,0,0,17,0,0,0,0,29,26,26
"PCDHGA7",1,1,0,0,24,3,0,0,0,29,26,26
"SF3B1",1,0,0,0,28,0,0,0,0,29,26,26
"SLX4",4,0,0,0,25,0,0,0,0,29,26,26
"ALPK3",4,1,0,0,22,1,0,0,0,28,26,26
"ARHGAP5",7,4,0,1,11,5,0,0,0,28,26,26
"FBXL7",0,0,0,0,28,0,0,0,0,28,26,26
"GRIK5",1,1,0,0,25,1,0,0,0,28,26,26
"HEATR5B",2,1,0,0,22,3,0,0,0,28,26,26
"MAP7D1",13,3,0,0,12,0,0,0,0,28,26,26
"PCDHA11",1,0,0,0,27,0,0,0,0,28,26,26
"PCDHGB1",0,0,1,0,23,3,0,0,1,28,26,26
"PDS5A",0,0,0,0,25,3,0,0,0,28,26,26
"PTCH1",8,2,0,0,18,0,0,0,0,28,26,26
"SPATA31E1",1,0,0,0,25,2,0,0,0,28,26,26
"TANC1",1,1,0,0,24,2,0,0,0,28,26,26
"TLE4",0,0,0,0,25,3,0,0,0,28,26,26
"BTBD11",8,0,0,0,19,0,0,0,0,27,26,26
"C8B",4,0,0,0,21,2,0,0,0,27,26,26
"CIITA",2,2,0,0,22,0,0,1,0,27,26,26
"HLA-B",13,3,1,0,3,3,0,4,0,27,26,26
"KCNA5",1,0,0,0,26,0,0,0,0,27,26,26
"MRTFA",7,3,0,1,16,0,0,0,0,27,26,26
"WWC3",0,0,0,0,27,0,0,0,0,27,26,26
"LRFN5",0,1,0,0,25,0,0,0,0,26,26,26
"SGSM1",1,1,0,0,23,1,0,0,0,26,26,26
"TUBA3C",1,0,0,0,25,0,0,0,0,26,26,26
"ABCA5",5,1,0,0,31,5,0,0,0,42,25,25
"CEP250",3,0,0,0,30,3,0,2,0,38,25,25
"EYS",2,2,0,0,26,8,0,0,0,38,25,25
"CFAP47",1,1,0,0,32,3,0,0,0,37,25,25
"PHIP",2,0,0,0,28,4,0,3,0,37,25,25
"DROSHA",2,1,0,1,26,6,0,0,0,36,25,25
"HFM1",2,2,0,0,25,4,0,3,0,36,25,25
"STK31",4,0,0,0,25,5,0,2,0,36,25,25
"TRPM8",1,2,0,0,29,2,0,2,0,36,25,25
"CENPE",2,1,0,0,27,3,0,2,0,35,25,25
"PLXNB2",3,1,1,0,30,0,0,0,0,35,25,25
"ZBED9",5,2,0,0,21,7,0,0,0,35,25,25
"ATR",0,3,1,0,21,8,0,1,0,34,25,25
"CROCC",0,1,0,0,31,2,0,0,0,34,25,25
"DMBT1",2,1,0,0,25,5,0,1,0,34,25,25
"DNAJC13",4,0,0,0,26,2,0,2,0,34,25,25
"DSPP",0,0,0,0,32,1,0,0,0,33,25,25
"INSRR",6,0,0,0,25,1,0,1,0,33,25,25
"OVCH1",2,0,0,0,31,0,0,0,0,33,25,25
"SLITRK2",2,2,0,0,27,2,0,0,0,33,25,25
"ABCA8",1,1,0,0,28,1,0,1,0,32,25,25
"ABCB11",5,1,0,0,23,3,0,0,0,32,25,25
"CABIN1",0,0,0,0,31,1,0,0,0,32,25,25
"MYO18A",1,0,0,0,28,3,0,0,0,32,25,25
"MYOF",3,0,0,0,25,4,0,0,0,32,25,25
"NCAM2",2,0,0,0,25,4,0,1,0,32,25,25
"PCDHGA8",0,2,0,0,28,2,0,0,0,32,25,25
"ABCB5",3,0,0,0,24,4,0,0,0,31,25,25
