"Hugo_Symbol","Frame_Shift_Del","Frame_Shift_Ins","In_Frame_Del","In_Frame_Ins","Missense_Mutation","Nonsense_Mutation","Nonstop_Mutation","Splice_Site","Translation_Start_Site","total","MutatedSamples","AlteredSamples"
"KLK1",0,1,0,0,7,0,0,0,0,8,6,6
"KPNA5",0,0,0,0,6,0,0,2,0,8,6,6
"LIN9",0,0,0,0,8,0,0,0,0,8,6,6
"MANEA",0,0,0,0,8,0,0,0,0,8,6,6
"NAGA",2,0,0,0,6,0,0,0,0,8,6,6
"NXPH3",3,0,0,0,5,0,0,0,0,8,6,6
"OR11H6",1,0,0,0,7,0,0,0,0,8,6,6
"OR13G1",0,0,0,0,8,0,0,0,0,8,6,6
"PCED1B",2,0,0,0,5,1,0,0,0,8,6,6
"PGM3",0,0,0,0,8,0,0,0,0,8,6,6
"PKM",0,0,0,0,6,0,0,2,0,8,6,6
"PNLIPRP1",0,0,0,0,8,0,0,0,0,8,6,6
"PODXL2",1,0,0,0,7,0,0,0,0,8,6,6
"PRR14L",0,1,0,0,7,0,0,0,0,8,6,6
"RAB27B",0,0,0,0,8,0,0,0,0,8,6,6
"RFTN2",0,0,0,0,5,3,0,0,0,8,6,6
"RNF10",0,0,0,0,8,0,0,0,0,8,6,6
"RNF146",0,0,0,0,6,2,0,0,0,8,6,6
"RSC1A1",0,0,0,0,6,2,0,0,0,8,6,6
"RSPH1",1,0,0,0,7,0,0,0,0,8,6,6
"SEPHS2",0,0,0,0,8,0,0,0,0,8,6,6
"SERPINF1",2,0,0,0,5,1,0,0,0,8,6,6
"SLC19A1",0,0,0,0,8,0,0,0,0,8,6,6
"SLC3A1",0,0,0,0,7,1,0,0,0,8,6,6
"SMPDL3B",2,0,0,0,6,0,0,0,0,8,6,6
"STAP2",0,0,0,0,8,0,0,0,0,8,6,6
"TMEFF1",0,0,0,0,8,0,0,0,0,8,6,6
"TSR1",0,0,0,0,5,2,0,1,0,8,6,6
"UGT2B28",0,0,0,0,7,1,0,0,0,8,6,6
"ZBTB32",0,0,0,0,7,1,0,0,0,8,6,6
"ZNF160",1,1,0,0,5,1,0,0,0,8,6,6
"ZNF23",2,0,0,0,5,1,0,0,0,8,6,6
"ZNF426",0,0,0,0,7,1,0,0,0,8,6,6
"ZNF524",3,1,0,0,4,0,0,0,0,8,6,6
"ZNF662",0,0,0,0,8,0,0,0,0,8,6,6
"ZSWIM3",0,0,0,0,8,0,0,0,0,8,6,6
"ABO",0,0,0,0,7,0,0,0,0,7,6,6
"AC100868.1",0,0,0,0,7,0,0,0,0,7,6,6
"ACTN3",0,0,0,0,7,0,0,0,0,7,6,6
"ACTR1A",0,0,0,0,5,0,0,2,0,7,6,6
"ADAMTSL5",0,0,0,0,7,0,0,0,0,7,6,6
"AGT",0,0,0,0,6,1,0,0,0,7,6,6
"AKAP8L",0,0,1,0,6,0,0,0,0,7,6,6
"ANAPC4",0,2,0,0,5,0,0,0,0,7,6,6
"API5",1,0,0,0,6,0,0,0,0,7,6,6
"APPL2",1,0,0,0,5,1,0,0,0,7,6,6
"AQP4",0,0,0,0,6,1,0,0,0,7,6,6
"ARCN1",0,0,0,0,5,1,0,1,0,7,6,6
"ARL2BP",0,0,2,0,5,0,0,0,0,7,6,6
"ARMCX3",1,3,0,0,1,2,0,0,0,7,6,6
"ATP6V0A1",1,0,0,0,6,0,0,0,0,7,6,6
"ATRIP",3,0,0,0,4,0,0,0,0,7,6,6
"AURKB",0,0,0,0,7,0,0,0,0,7,6,6
"BAP1",0,0,0,0,6,1,0,0,0,7,6,6
"BHLHE41",1,0,0,0,3,3,0,0,0,7,6,6
"BUB1B",0,0,0,0,7,0,0,0,0,7,6,6
"C12orf56",2,0,0,0,5,0,0,0,0,7,6,6
"C5AR2",0,0,0,0,7,0,0,0,0,7,6,6
"C5orf34",1,1,0,0,5,0,0,0,0,7,6,6
"C8orf74",0,0,0,0,5,2,0,0,0,7,6,6
"C9orf72",0,0,0,0,7,0,0,0,0,7,6,6
"CC2D2B",2,0,0,0,4,1,0,0,0,7,6,6
"CCDC113",2,0,0,0,5,0,0,0,0,7,6,6
"CCDC22",0,1,0,0,6,0,0,0,0,7,6,6
"CCNE1",1,0,0,0,6,0,0,0,0,7,6,6
"CCNJL",0,1,0,0,6,0,0,0,0,7,6,6
"CCT5",0,0,0,0,7,0,0,0,0,7,6,6
"CEACAM16",0,0,0,0,7,0,0,0,0,7,6,6
"CEP43",1,0,2,0,2,2,0,0,0,7,6,6
"CFAP97",0,1,0,0,6,0,0,0,0,7,6,6
"CIBAR2",1,0,0,0,6,0,0,0,0,7,6,6
"CROT",0,1,0,0,6,0,0,0,0,7,6,6
"CRTC3",0,0,0,0,6,0,0,1,0,7,6,6
"CRYL1",0,0,1,0,6,0,0,0,0,7,6,6
"CTAGE6",0,0,0,0,6,1,0,0,0,7,6,6
"CYP2E1",1,0,0,0,6,0,0,0,0,7,6,6
"CYP39A1",0,0,0,0,5,2,0,0,0,7,6,6
"CYRIA",0,0,0,0,5,1,1,0,0,7,6,6
"CYRIB",0,0,0,0,5,2,0,0,0,7,6,6
"DENND2D",0,0,0,0,7,0,0,0,0,7,6,6
"DHX32",1,0,0,0,6,0,0,0,0,7,6,6
"DMRTC2",2,0,0,0,4,0,0,1,0,7,6,6
"DPH2",0,0,0,0,6,1,0,0,0,7,6,6
"ELAVL1",0,1,0,0,6,0,0,0,0,7,6,6
"ENPP4",2,0,0,0,5,0,0,0,0,7,6,6
"FBXO47",1,0,0,0,6,0,0,0,0,7,6,6
"FDXR",0,0,0,0,6,1,0,0,0,7,6,6
"FRMD7",0,0,0,0,5,2,0,0,0,7,6,6
"FRRS1",0,1,0,0,6,0,0,0,0,7,6,6
"FSCN1",0,0,0,0,7,0,0,0,0,7,6,6
"FSIP1",0,0,0,0,6,1,0,0,0,7,6,6
"FUCA2",1,0,0,0,4,0,0,2,0,7,6,6
"GABPB1",0,0,0,0,7,0,0,0,0,7,6,6
"GALNT12",0,0,0,0,6,1,0,0,0,7,6,6
"GBP4",0,0,0,0,5,2,0,0,0,7,6,6
"GCAT",1,0,0,0,5,0,0,1,0,7,6,6
"GDF15",0,0,0,0,7,0,0,0,0,7,6,6
"GET1-SH3BGR",0,0,0,0,7,0,0,0,0,7,6,6
"GLDN",0,0,0,0,6,1,0,0,0,7,6,6
"GORAB",0,0,0,0,7,0,0,0,0,7,6,6
"GPER1",0,0,0,0,7,0,0,0,0,7,6,6
"GPR75",0,1,0,0,5,1,0,0,0,7,6,6
"GPR83",0,0,0,0,7,0,0,0,0,7,6,6
"GPR85",0,0,0,0,7,0,0,0,0,7,6,6
"GSR",1,1,0,0,5,0,0,0,0,7,6,6
"HAT1",0,0,0,0,6,0,0,1,0,7,6,6
"HCAR3",0,0,0,0,7,0,0,0,0,7,6,6
"HEPACAM",2,0,0,0,5,0,0,0,0,7,6,6
"HNF4A",0,0,0,0,6,0,0,1,0,7,6,6
"HOMER2",0,0,0,0,7,0,0,0,0,7,6,6
"HOXD11",1,0,0,0,6,0,0,0,0,7,6,6
"KCNRG",0,0,0,0,7,0,0,0,0,7,6,6
"LGALS9",2,0,0,0,5,0,0,0,0,7,6,6
"LINGO3",0,0,0,0,7,0,0,0,0,7,6,6
"LYL1",1,0,0,0,6,0,0,0,0,7,6,6
"MAGEA6",1,0,0,0,6,0,0,0,0,7,6,6
"METTL1",0,0,0,0,7,0,0,0,0,7,6,6
"MMP28",1,1,0,0,5,0,0,0,0,7,6,6
"MRPL16",0,0,0,0,5,1,0,0,1,7,6,6
"MUTYH",0,0,0,0,6,0,0,1,0,7,6,6
"NCKIPSD",0,0,0,0,6,0,0,1,0,7,6,6
"NEK11",0,0,0,0,4,3,0,0,0,7,6,6
"NEU2",0,0,0,0,7,0,0,0,0,7,6,6
"NKAP",0,0,1,0,6,0,0,0,0,7,6,6
"NOL9",3,0,0,0,4,0,0,0,0,7,6,6
"NPEPPS",1,0,0,0,4,2,0,0,0,7,6,6
"NR2F1",0,0,0,0,7,0,0,0,0,7,6,6
"NRSN2",0,0,0,0,7,0,0,0,0,7,6,6
"NUP43",0,1,0,0,4,2,0,0,0,7,6,6
"OLFM3",0,0,0,0,7,0,0,0,0,7,6,6
"OR2F1",1,0,0,0,5,1,0,0,0,7,6,6
"OR6S1",2,0,0,0,4,1,0,0,0,7,6,6
"OR7D2",0,0,0,0,6,1,0,0,0,7,6,6
"OR8B3",0,0,0,0,7,0,0,0,0,7,6,6
"OR8I2",2,1,0,0,4,0,0,0,0,7,6,6
"P2RY14",0,0,0,0,7,0,0,0,0,7,6,6
"PACC1",0,0,0,0,7,0,0,0,0,7,6,6
"PCBP3",0,0,0,0,6,0,0,1,0,7,6,6
"PCGF5",0,0,0,0,5,0,0,2,0,7,6,6
"PDCL3",0,0,0,0,7,0,0,0,0,7,6,6
"PHKG2",1,0,0,0,6,0,0,0,0,7,6,6
"PLEKHA1",2,0,0,0,4,1,0,0,0,7,6,6
"PLIN3",0,0,0,0,7,0,0,0,0,7,6,6
"PNMA1",0,0,0,0,7,0,0,0,0,7,6,6
"PRDX6",1,0,0,0,4,1,0,0,1,7,6,6
"PRKCA",2,0,0,0,4,1,0,0,0,7,6,6
"PRR30",0,0,0,0,7,0,0,0,0,7,6,6
"PRR5L",0,0,0,0,7,0,0,0,0,7,6,6
"PSMC5",0,1,0,0,4,0,0,2,0,7,6,6
"PSTPIP2",0,0,0,0,4,1,0,2,0,7,6,6
"PTPN2",0,0,0,0,5,1,0,1,0,7,6,6
"RALGPS1",0,0,0,0,4,3,0,0,0,7,6,6
"RBMS2",0,0,0,0,7,0,0,0,0,7,6,6
"RERG",1,0,0,0,5,1,0,0,0,7,6,6
"RFX1",1,0,0,0,5,1,0,0,0,7,6,6
"RGS11",0,1,0,0,6,0,0,0,0,7,6,6
"RHCE",1,0,0,0,6,0,0,0,0,7,6,6
"RIN1",0,0,0,0,7,0,0,0,0,7,6,6
"RIOK2",1,0,0,0,6,0,0,0,0,7,6,6
"RNH1",0,0,0,0,7,0,0,0,0,7,6,6
"RRM1",1,0,0,0,6,0,0,0,0,7,6,6
"RUSC1",0,0,0,0,7,0,0,0,0,7,6,6
"RUSF1",0,0,0,0,7,0,0,0,0,7,6,6
"SCARA3",0,0,0,0,7,0,0,0,0,7,6,6
"SCARF1",1,0,0,0,6,0,0,0,0,7,6,6
"SEC13",1,0,0,0,6,0,0,0,0,7,6,6
"SELENOP",2,0,0,0,5,0,0,0,0,7,6,6
"SERPINA9",0,0,0,0,7,0,0,0,0,7,6,6
"SET",1,0,0,0,5,1,0,0,0,7,6,6
"SF3A2",1,0,0,0,6,0,0,0,0,7,6,6
"SLC14A1",0,0,0,0,7,0,0,0,0,7,6,6
"SLC25A39",0,0,0,0,6,0,0,1,0,7,6,6
"SLC37A2",0,0,0,0,6,1,0,0,0,7,6,6
"SLC37A3",0,0,0,0,7,0,0,0,0,7,6,6
"SLC39A13",2,0,0,0,5,0,0,0,0,7,6,6
"SLX4IP",2,0,0,0,4,1,0,0,0,7,6,6
"SNRNP48",0,0,0,0,6,0,0,1,0,7,6,6
"SOWAHD",0,0,0,0,7,0,0,0,0,7,6,6
"SPATA2",0,0,0,0,7,0,0,0,0,7,6,6
"SPOCK2",0,1,0,0,6,0,0,0,0,7,6,6
"STK40",0,0,0,0,7,0,0,0,0,7,6,6
"STRA6",1,0,0,0,5,0,0,1,0,7,6,6
"STX8",1,0,0,0,6,0,0,0,0,7,6,6
"SYCE1",0,0,0,0,7,0,0,0,0,7,6,6
"TAAR2",1,1,0,0,4,1,0,0,0,7,6,6
"TAS2R41",1,0,0,0,4,2,0,0,0,7,6,6
"TBX6",1,2,0,0,4,0,0,0,0,7,6,6
"TCN2",1,1,0,0,4,1,0,0,0,7,6,6
"TCTN2",1,0,0,0,4,1,0,1,0,7,6,6
"TDRD9",0,0,0,0,7,0,0,0,0,7,6,6
"TERT",0,0,0,0,7,0,0,0,0,7,6,6
"TEX13A",1,0,0,0,6,0,0,0,0,7,6,6
"TEX9",0,0,0,0,5,2,0,0,0,7,6,6
"TFB1M",0,0,0,0,5,2,0,0,0,7,6,6
"TLX1",0,0,0,0,7,0,0,0,0,7,6,6
"TMC8",2,1,0,0,4,0,0,0,0,7,6,6
"TMEM119",1,0,0,0,6,0,0,0,0,7,6,6
"TMEM64",2,1,0,0,4,0,0,0,0,7,6,6
"TMIGD1",0,0,0,0,4,2,0,1,0,7,6,6
"TNMD",0,1,0,0,6,0,0,0,0,7,6,6
"TSLP",0,0,0,0,5,2,0,0,0,7,6,6
"ULBP3",0,0,0,0,6,1,0,0,0,7,6,6
"UQCRFS1",0,0,0,0,7,0,0,0,0,7,6,6
"USP22",0,0,0,0,7,0,0,0,0,7,6,6
"VSX2",1,0,0,0,6,0,0,0,0,7,6,6
"WDR24",0,0,0,0,5,2,0,0,0,7,6,6
"ZNF276",0,0,0,0,6,1,0,0,0,7,6,6
"ZNF501",0,0,0,0,7,0,0,0,0,7,6,6
"ZNF655",1,0,0,0,4,2,0,0,0,7,6,6
"ZNF711",0,3,1,0,3,0,0,0,0,7,6,6
"ZNF8",0,0,0,0,6,1,0,0,0,7,6,6
"ZNF81",0,0,0,0,6,1,0,0,0,7,6,6
"ZNF880",0,0,0,0,7,0,0,0,0,7,6,6
"AATF",0,0,0,0,6,0,0,0,0,6,6,6
"ABHD12",0,0,0,0,6,0,0,0,0,6,6,6
"ABHD2",1,0,0,0,5,0,0,0,0,6,6,6
"ABRAXAS1",0,0,0,0,3,3,0,0,0,6,6,6
"AC011455.2",0,0,0,0,6,0,0,0,0,6,6,6
"AC097636.1",0,0,0,0,6,0,0,0,0,6,6,6
"ACADM",0,0,0,0,5,0,0,1,0,6,6,6
"ACADS",0,0,0,0,4,0,0,2,0,6,6,6
"ACADVL",4,0,0,0,1,0,0,1,0,6,6,6
"ACAT2",0,0,1,0,5,0,0,0,0,6,6,6
"ACBD3",0,0,0,0,6,0,0,0,0,6,6,6
"ACKR1",0,0,0,0,6,0,0,0,0,6,6,6
"ACKR4",1,0,0,0,5,0,0,0,0,6,6,6
"ACOT2",0,0,0,0,6,0,0,0,0,6,6,6
"ACOXL",0,0,0,0,6,0,0,0,0,6,6,6
"ACP3",0,0,0,0,6,0,0,0,0,6,6,6
"ACP4",0,0,0,0,6,0,0,0,0,6,6,6
"ACR",0,0,0,0,4,2,0,0,0,6,6,6
"ACSM3",0,2,0,0,4,0,0,0,0,6,6,6
"ACTL8",0,0,0,0,6,0,0,0,0,6,6,6
"ACTR3",0,0,0,0,6,0,0,0,0,6,6,6
"ACTR6",3,0,0,0,2,0,0,0,1,6,6,6
"ACVR1",0,0,0,0,6,0,0,0,0,6,6,6
"ADA",0,0,0,0,6,0,0,0,0,6,6,6
"ADGRF2",1,0,0,0,4,1,0,0,0,6,6,6
"ADORA2A",0,0,0,0,6,0,0,0,0,6,6,6
"ADRA1B",0,0,0,0,6,0,0,0,0,6,6,6
"AGK",0,0,0,0,4,0,0,2,0,6,6,6
"AGXT",1,4,0,0,1,0,0,0,0,6,6,6
"AK3",2,0,0,0,4,0,0,0,0,6,6,6
"AKAP5",1,0,0,0,5,0,0,0,0,6,6,6
"AKIRIN2",2,0,0,0,4,0,0,0,0,6,6,6
"AKR1C1",0,0,0,0,3,2,0,1,0,6,6,6
"AL441992.2",0,0,0,0,6,0,0,0,0,6,6,6
"ALDH5A1",0,0,0,0,6,0,0,0,0,6,6,6
"ALG2",0,0,0,0,6,0,0,0,0,6,6,6
"ALKBH4",0,0,0,0,6,0,0,0,0,6,6,6
"ALOX12",0,0,0,0,5,1,0,0,0,6,6,6
"AMACR",0,0,0,0,6,0,0,0,0,6,6,6
"ANKDD1A",0,0,0,0,5,1,0,0,0,6,6,6
"ANKRD13C",0,0,0,0,6,0,0,0,0,6,6,6
"ANXA7",0,0,0,0,6,0,0,0,0,6,6,6
"ANXA8",0,0,0,0,6,0,0,0,0,6,6,6
"AOAH",0,0,0,0,6,0,0,0,0,6,6,6
"APOBEC3B",0,0,0,0,6,0,0,0,0,6,6,6
"APOBEC3G",0,0,0,0,6,0,0,0,0,6,6,6
"APOD",1,0,0,0,5,0,0,0,0,6,6,6
"APOL3",0,1,0,0,5,0,0,0,0,6,6,6
"AQP2",0,0,0,0,6,0,0,0,0,6,6,6
"ARFGAP2",3,0,0,0,3,0,0,0,0,6,6,6
"ARMC9",0,0,0,0,4,1,0,0,1,6,6,6
"ARRB1",0,0,4,0,2,0,0,0,0,6,6,6
"ARSI",0,0,0,0,6,0,0,0,0,6,6,6
"ASB13",2,0,0,0,4,0,0,0,0,6,6,6
"ASB14",0,0,0,0,6,0,0,0,0,6,6,6
"ASB17",1,2,0,0,3,0,0,0,0,6,6,6
"ASB7",1,0,0,0,4,1,0,0,0,6,6,6
"ASPDH",0,0,0,0,6,0,0,0,0,6,6,6
"ASPSCR1",0,0,0,0,5,0,0,1,0,6,6,6
"ASTE1",1,0,0,0,3,2,0,0,0,6,6,6
"ATAD1",2,0,0,0,3,1,0,0,0,6,6,6
"ATG10",1,0,0,0,3,1,0,1,0,6,6,6
"ATG4B",0,0,0,0,6,0,0,0,0,6,6,6
"ATP5F1B",0,0,0,0,6,0,0,0,0,6,6,6
"ATP6AP2",0,0,0,0,3,3,0,0,0,6,6,6
"ATP6V1C1",0,0,0,0,6,0,0,0,0,6,6,6
"ATP6V1C2",0,0,0,0,6,0,0,0,0,6,6,6
"ATP6V1E2",0,0,0,0,5,1,0,0,0,6,6,6
"AWAT1",0,0,0,0,6,0,0,0,0,6,6,6
"B3GALNT1",2,0,0,0,4,0,0,0,0,6,6,6
"B3GALT4",2,0,0,0,4,0,0,0,0,6,6,6
"BAG4",1,1,0,0,3,1,0,0,0,6,6,6
"BAX",2,0,1,0,2,1,0,0,0,6,6,6
"BBOF1",1,1,0,0,4,0,0,0,0,6,6,6
"BBS4",0,0,0,0,3,0,0,3,0,6,6,6
"BCAS1",0,1,0,0,5,0,0,0,0,6,6,6
"BCAS2",2,0,0,0,2,2,0,0,0,6,6,6
"BCCIP",0,0,0,0,4,2,0,0,0,6,6,6
"BCKDHB",1,0,0,0,5,0,0,0,0,6,6,6
"BCL2L11",0,0,0,0,6,0,0,0,0,6,6,6
"BCL2L13",1,0,0,0,5,0,0,0,0,6,6,6
"BCO1",0,0,0,0,5,0,0,1,0,6,6,6
"BEX1",1,0,0,0,5,0,0,0,0,6,6,6
"BFSP2",0,0,0,0,4,2,0,0,0,6,6,6
"BIRC2",0,0,0,0,6,0,0,0,0,6,6,6
"BMP6",0,0,0,0,6,0,0,0,0,6,6,6
"BMX",0,0,0,0,6,0,0,0,0,6,6,6
"BPIFA1",1,0,0,0,5,0,0,0,0,6,6,6
"BPIFA3",0,0,0,0,6,0,0,0,0,6,6,6
"BPIFC",0,0,0,0,6,0,0,0,0,6,6,6
"BPNT1",0,0,0,0,5,1,0,0,0,6,6,6
"BPNT2",0,0,0,0,6,0,0,0,0,6,6,6
"BRMS1L",0,0,0,0,6,0,0,0,0,6,6,6
"BSG",2,0,0,0,4,0,0,0,0,6,6,6
"C10orf88",2,1,0,0,3,0,0,0,0,6,6,6
"C11orf42",0,0,0,0,6,0,0,0,0,6,6,6
"C11orf80",0,1,0,0,4,1,0,0,0,6,6,6
"C12orf66",2,0,0,0,4,0,0,0,0,6,6,6
"C14orf180",2,2,0,0,2,0,0,0,0,6,6,6
"C16orf71",0,0,0,0,5,0,0,1,0,6,6,6
"C1GALT1",0,0,0,0,6,0,0,0,0,6,6,6
"C1GALT1C1",0,1,0,0,5,0,0,0,0,6,6,6
"C1QC",0,0,0,0,6,0,0,0,0,6,6,6
"C1orf189",0,0,0,0,5,0,0,0,1,6,6,6
"C1orf74",0,0,0,0,6,0,0,0,0,6,6,6
"C1orf87",0,0,0,0,5,1,0,0,0,6,6,6
"C2orf42",2,0,0,0,4,0,0,0,0,6,6,6
"C3orf38",1,0,0,0,2,3,0,0,0,6,6,6
"C4BPA",1,0,0,0,5,0,0,0,0,6,6,6
"C5orf22",0,1,0,0,5,0,0,0,0,6,6,6
"C7orf57",1,0,0,0,5,0,0,0,0,6,6,6
"CA12",0,0,0,0,6,0,0,0,0,6,6,6
"CA13",2,0,0,0,4,0,0,0,0,6,6,6
"CACNB3",0,0,0,0,6,0,0,0,0,6,6,6
"CALB2",1,0,0,0,5,0,0,0,0,6,6,6
"CALR",1,0,0,0,5,0,0,0,0,6,6,6
"CAMK1",0,0,0,0,6,0,0,0,0,6,6,6
"CAMK1G",2,0,0,0,4,0,0,0,0,6,6,6
"CAPN9",1,2,0,0,3,0,0,0,0,6,6,6
"CAPNS2",0,0,0,0,6,0,0,0,0,6,6,6
"CARM1",2,0,0,0,4,0,0,0,0,6,6,6
"CASP10",2,0,0,0,4,0,0,0,0,6,6,6
"CASP7",4,0,0,0,2,0,0,0,0,6,6,6
"CAT",1,0,0,0,5,0,0,0,0,6,6,6
"CATSPER2",2,0,0,0,3,0,0,1,0,6,6,6
"CBLN4",0,0,0,0,6,0,0,0,0,6,6,6
"CBR3",5,0,0,0,1,0,0,0,0,6,6,6
"CCDC127",1,0,0,0,4,0,0,1,0,6,6,6
"CCDC58",2,0,0,0,4,0,0,0,0,6,6,6
"CCDC65",0,0,0,0,5,1,0,0,0,6,6,6
"CCDC78",0,0,0,0,5,1,0,0,0,6,6,6
"CCDC91",1,1,0,0,4,0,0,0,0,6,6,6
"CCK",0,0,0,0,5,1,0,0,0,6,6,6
"CCL23",0,0,0,0,4,2,0,0,0,6,6,6
"CCM2",0,0,0,0,6,0,0,0,0,6,6,6
"CCN3",0,0,0,0,6,0,0,0,0,6,6,6
"CCR8",1,0,0,0,5,0,0,0,0,6,6,6
"CCT3",2,1,0,0,3,0,0,0,0,6,6,6
"CD14",0,0,0,0,6,0,0,0,0,6,6,6
"CD1B",0,0,0,0,6,0,0,0,0,6,6,6
"CD247",1,0,0,0,5,0,0,0,0,6,6,6
"CD40",0,1,2,0,3,0,0,0,0,6,6,6
"CD47",0,0,0,0,6,0,0,0,0,6,6,6
"CD79B",0,0,0,0,6,0,0,0,0,6,6,6
"CD99L2",0,0,0,0,4,0,0,2,0,6,6,6
"CDC37",0,0,0,0,6,0,0,0,0,6,6,6
"CDCP1",0,0,0,0,6,0,0,0,0,6,6,6
"CDK18",1,0,0,0,5,0,0,0,0,6,6,6
"CDK2",0,0,0,0,6,0,0,0,0,6,6,6
"CDK5",0,0,0,0,6,0,0,0,0,6,6,6
"CDK5R1",0,0,0,0,6,0,0,0,0,6,6,6
"CDK5RAP3",0,0,0,0,6,0,0,0,0,6,6,6
"CDK7",0,0,0,0,6,0,0,0,0,6,6,6
"CDR1",0,1,0,0,5,0,0,0,0,6,6,6
"CERS5",0,0,0,0,6,0,0,0,0,6,6,6
"CERS6",0,0,0,0,6,0,0,0,0,6,6,6
"CETN3",4,1,0,0,0,1,0,0,0,6,6,6
"CFAP221",0,0,0,0,5,1,0,0,0,6,6,6
"CFHR2",0,0,0,0,6,0,0,0,0,6,6,6
"CHGA",0,0,0,0,5,1,0,0,0,6,6,6
"CHKA",0,0,0,0,5,1,0,0,0,6,6,6
"CHMP1A",0,0,0,0,6,0,0,0,0,6,6,6
"CKAP2L",2,0,0,0,3,1,0,0,0,6,6,6
"CLDN17",0,0,0,0,6,0,0,0,0,6,6,6
"CLEC12A",2,2,0,0,2,0,0,0,0,6,6,6
"CLEC1A",0,0,0,0,6,0,0,0,0,6,6,6
"CLEC3A",0,0,0,0,6,0,0,0,0,6,6,6
"CLK4",0,1,0,0,3,2,0,0,0,6,6,6
"CLPP",2,0,0,0,3,1,0,0,0,6,6,6
"CLPX",0,0,0,0,5,1,0,0,0,6,6,6
"CLTA",0,0,1,0,4,1,0,0,0,6,6,6
"CMTM3",0,0,0,0,6,0,0,0,0,6,6,6
"CNN2",1,0,0,0,5,0,0,0,0,6,6,6
"CNOT2",0,0,0,0,6,0,0,0,0,6,6,6
"CNOT6",1,0,0,0,5,0,0,0,0,6,6,6
"CNOT6L",0,0,0,0,5,1,0,0,0,6,6,6
"CNPPD1",0,1,0,0,5,0,0,0,0,6,6,6
"COG3",0,0,0,0,4,0,0,2,0,6,6,6
"COL26A1",1,0,0,0,4,1,0,0,0,6,6,6
"COPS3",1,0,0,0,5,0,0,0,0,6,6,6
"CORO1C",0,0,0,0,5,1,0,0,0,6,6,6
"COX18",0,0,0,0,6,0,0,0,0,6,6,6
"CPNE1",0,0,0,0,6,0,0,0,0,6,6,6
"CPNE3",1,1,0,0,4,0,0,0,0,6,6,6
"CPNE7",0,0,0,0,6,0,0,0,0,6,6,6
"CPOX",0,0,0,0,6,0,0,0,0,6,6,6
"CPSF7",1,1,0,0,4,0,0,0,0,6,6,6
"CRKL",0,0,0,0,6,0,0,0,0,6,6,6
"CROCC2",0,0,0,0,6,0,0,0,0,6,6,6
"CSF1",2,0,0,0,4,0,0,0,0,6,6,6
"CSTF1",1,0,0,0,4,0,1,0,0,6,6,6
"CSTL1",0,0,0,0,6,0,0,0,0,6,6,6
"CTBS",2,0,0,0,4,0,0,0,0,6,6,6
"CTSA",3,0,0,0,0,1,0,2,0,6,6,6
"CTSB",1,0,0,0,5,0,0,0,0,6,6,6
"CTTNBP2NL",1,0,0,0,5,0,0,0,0,6,6,6
"CUL4A",0,0,0,0,6,0,0,0,0,6,6,6
"CXXC1",0,0,0,0,6,0,0,0,0,6,6,6
"CYB5RL",1,0,0,0,5,0,0,0,0,6,6,6
"CYP19A1",0,0,0,0,4,2,0,0,0,6,6,6
"CYP27A1",0,0,0,0,4,2,0,0,0,6,6,6
"CYP2W1",1,0,0,0,5,0,0,0,0,6,6,6
"CYP4F11",0,0,0,0,6,0,0,0,0,6,6,6
"CYTH3",0,1,0,0,5,0,0,0,0,6,6,6
"CYTL1",0,0,0,0,4,2,0,0,0,6,6,6
"DALRD3",0,0,0,0,6,0,0,0,0,6,6,6
"DAPK2",1,0,0,0,5,0,0,0,0,6,6,6
"DCAF17",1,0,0,0,5,0,0,0,0,6,6,6
"DCDC2B",1,0,0,0,4,1,0,0,0,6,6,6
"DCLRE1B",1,0,0,0,5,0,0,0,0,6,6,6
"DDC",3,0,0,0,3,0,0,0,0,6,6,6
"DDX19B",0,1,0,0,3,2,0,0,0,6,6,6
"DDX25",1,0,0,0,5,0,0,0,0,6,6,6
"DDX5",1,0,0,0,5,0,0,0,0,6,6,6
"DDX51",0,1,0,0,5,0,0,0,0,6,6,6
"DDX52",1,0,0,0,4,1,0,0,0,6,6,6
"DDX59",0,0,1,0,5,0,0,0,0,6,6,6
"DECR1",1,0,0,0,5,0,0,0,0,6,6,6
"DECR2",0,0,0,0,5,0,0,1,0,6,6,6
"DEF6",2,0,0,0,3,1,0,0,0,6,6,6
"DEFB116",0,0,0,0,5,1,0,0,0,6,6,6
"DEGS1",0,0,0,0,6,0,0,0,0,6,6,6
"DERL1",3,0,0,0,3,0,0,0,0,6,6,6
"DHRS2",1,0,0,0,5,0,0,0,0,6,6,6
"DHRS9",4,1,0,0,1,0,0,0,0,6,6,6
"DIPK2A",0,0,0,0,5,1,0,0,0,6,6,6
"DIRAS1",0,0,0,0,6,0,0,0,0,6,6,6
"DKC1",0,0,0,0,6,0,0,0,0,6,6,6
"DLX2",1,0,0,0,5,0,0,0,0,6,6,6
"DMAP1",0,0,0,0,6,0,0,0,0,6,6,6
"DNAJA3",2,0,0,0,4,0,0,0,0,6,6,6
"DNAJB14",2,0,0,0,4,0,0,0,0,6,6,6
"DNAJB4",1,0,0,0,4,1,0,0,0,6,6,6
"DNASE1L2",0,0,0,0,6,0,0,0,0,6,6,6
"DNPEP",0,0,0,0,5,1,0,0,0,6,6,6
"DOK3",0,0,0,0,6,0,0,0,0,6,6,6
